order_id,order_date,customer_id,customer_name,region,product_category,product_name,quantity,unit_price,discount_pct,revenue,sales_rep
ORD-11019,2024-11-19,VP-0105,Vantage Point Inc,Central,Electronics,USB-C Hub,16,34.5,0.1,496.8,Tom Buchan
ORD-11023,2024-11-19,PS-0760,Pinnacle Solutions,East,Office Supplies,Gel Pens Set,26,13.24,0.2,275.39,Aisha Nkosi
ORD-11024,2024-11-19,LT-0914,Lakeside Tech,South,Apparel,Company Cap,40,19.02,0.1,684.72,Dario Ferri
ORD-11027,2024-11-19,BR-0229,Blue Ridge Consulting,Central,Apparel,Company Cap,34,20.54,0.15,593.61,Yuki Tanaka
ORD-11029,2024-11-19,VP-0105,Vantage Point Inc,South,Office Supplies,Gel Pens Set,40,13.3,0.15,452.2,Yuki Tanaka
ORD-11030,2024-11-19,LT-0914,Lakeside Tech,West,Office Supplies,Gel Pens Set,15,12.35,0.2,148.2,Jordan Lee
ORD-11034,2024-11-19,OE-0282,Oakwood Enterprises,West,Furniture,Ergonomic Chair,34,349.66,0.2,9510.75,Jordan Lee
ORD-11037,2024-11-19,CG-0026,Crestwood Group,Central,Sports & Outdoors,Water Bottle 1L,35,19.82,0.15,589.64,Elena Ruiz
ORD-11041,2024-11-19,CG-0026,Crestwood Group,Central,Electronics,USB-C Hub,20,34.27,0.2,548.32,Elena Ruiz
ORD-11045,2024-11-19,TA-0033,Thornhill Associates,West,Furniture,Standing Desk,38,522.93,0.15,16890.64,Jordan Lee
ORD-11048,2024-11-19,LT-0914,Lakeside Tech,West,Office Supplies,A4 Paper Ream,10,10.0,0.2,80.0,Priya Sharma
ORD-11052,2024-11-19,HV-0605,Harborview Group,West,Office Supplies,A4 Paper Ream,26,10.44,0.1,244.3,Jordan Lee
ORD-11054,2024-11-19,TA-0033,Thornhill Associates,West,Electronics,Laptop Stand,37,51.67,0.25,1433.84,Jordan Lee
ORD-11056,2024-11-19,TA0033,Thornhill Associates,South,Sports & Outdoors,Resistance Bands Set,10,30.64,0.25,229.8,Dario Ferri
ORD-11057,2024-11-19,CG-0026,Crestwood Group,West,Apparel,Branded Polo Shirt,28,36.43,0.15,867.03,Priya Sharma
ORD-11061,2024-11-19,LT-0914,Lakeside Tech,South,Office Supplies,Sticky Notes 12-Pack,22,9.02,0.1,178.6,Yuki Tanaka
ORD-11062,2024-11-19,RL-0031,Riverview Logistics,West,Electronics,Webcam HD 1080p,13,92.57,0.2,962.73,Jordan Lee
ORD-11065,2024-11-19,GF-0096,Greenfield Solutions,West,Sports & Outdoors,Foam Roller,22,24.92,0.1,493.42,Priya Sharma
ORD-11067,2024-11-19,OE-0282,Oakwood Enterprises,Central,Furniture,Standing Desk,19,522.86,0.2,7947.47,Dario Ferri
ORD-11068,2024-11-18,TA-0033,Thornhill Associates,East,Electronics,Webcam HD 1080p,7,90.42,0.1,569.65,Marcus Webb
ORD-11069,2024-11-12,IW-0759,Ironwood Industries,East,Office Supplies,Whiteboard Markers,3,14.52,0,43.56,Aisha Nkosi
ORD-11072,2024-11-07,SA-0251,Summit Analytics,South,Office Supplies,Whiteboard Markers,2,15.25,0,30.5,Jordan Lee
ORD-11075,2024-11-05,rl-0031,Riverview Logistics,East,Electronics,Laptop Stand,2,50.59,0,101.18,Yuki Tanaka
ORD-11077,2024-11-12,SV-0090,Sunrise Ventures,Central,Furniture,Filing Cabinet,3,181.19,0.1,489.21,Elena Ruiz
ORD-11080,2024-11-28,SA-0251,Summit Analytics,West,Apparel,Safety Vest Hi-Vis,5,24.64,0.2,98.56,Jordan Lee
ORD-11083,2024-11-26,SV-090,Sunrise Ventures,South,Furniture,Filing Cabinet,2,182.61,0,365.22,Yuki Tanaka
ORD-11084,2024-11-25,OE-0282,Oakwood Enterprises,East,Sports & Outdoors,Water Bottle 1L,12,20.77,0,249.24,Aisha Nkosi
ORD-11085,2024-11-25,RL-0031,Riverview Logistics,West,Sports & Outdoors,Yoga Mat,9,39.88,0.1,323.03,Dario Ferri
ORD-11087,2024-11-13,AD-0143,Apex Dynamics,Central,Office Supplies,Sticky Notes 12-Pack,7,8.99,0,62.93,Tom Buchan
ORD-11089,2024-11-26,GF-0096,Greenfield Solutions,West,Office Supplies,Gel Pens Set,10,13.2,0.1,118.8,Marcus Webb
ORD-11091,2024-11-21,HV-0605,Harborview Group,,Apparel,Fleece Jacket,2,64.14,0,128.28,Elena Ruiz
ORD-11092,2024-11-20,CS-0433,Cascade Systems,Central,Sports & Outdoors,Water Bottle 1L,1,19.64,0.15,16.69,Elena Ruiz
ORD-11095,2024-11-25,RC-0755,Redstone Corp,East,Furniture,Filing Cabinet,11,172.39,0.2,1517.03,Marcus Webb
ORD-11098,2024-11-13,AD-0143,Apex Dynamics,South,Apparel,Safety Vest Hi-Vis,8,23.76,0.1,171.07,Dario Ferri
ORD-10438,2024-11-13,RL-0031,Riverview Logistics,Central,Sports & Outdoors,Resistance Bands Set,10,28.69,0,286.9,Elena Ruiz
ORD-11100,2024-11-14,AD-0143,Apex Dynamics,West,Furniture,Standing Desk,3,493.1,0,1479.3,Priya Sharma
ORD-11101,2024-11-20,NG-0559,Northgate Partners,Central,Office Supplies,Stapler Heavy Duty,8,23.2,0,185.6,Elena Ruiz
ORD-10434,2024-11-07,SV-0090,Sunrise Ventures,Central,Office Supplies,Label Maker,2,40.16,0.1,72.29,Priya Sharma
ORD-11105,2024-11-01,MP0115,Meridian Partners,East,Electronics,Webcam HD 1080p,1,86.81,0.1,78.13,Marcus Webb
ORD-11107,2024-11-11,SA-0251,Summit Analytics,South,Office Supplies,Sticky Notes 12-Pack,12,9.14,0.15,93.23,Dario Ferri
ORD-11110,2024-11-28,BR-0229,Blue Ridge Consulting,South,Office Supplies,Stapler Heavy Duty,3,23.75,0,71.25,Yuki Tanaka
ORD-11112,2024-11-22,SA-0251,Summit Analytics,Central,Office Supplies,Stapler Heavy Duty,10,22.0,0.1,198.0,Tom Buchan
ORD-11116,2024-11-13,PS-0760,Pinnacle Solutions,West,Apparel,Safety Vest Hi-Vis,3,23.98,0.1,64.75,Jordan Lee
ORD-10488,2024-11-19,cs-0433,Cascade Systems,South,Furniture,Ergonomic Chair,6,356.07,0,2136.42,Yuki Tanaka
ORD-11120,2024-11-27,GF-0096,Greenfield Solutions,South,Office Supplies,Sticky Notes 12-Pack,2,9.13,0.05,17.35,Jordan Lee
ORD-11121,2024-11-27,NG-0559,Northgate Partners,South,Electronics,Webcam HD 1080p,7,93.94,0,657.58,Dario Ferri
ORD-11125,2024-11-22,LT-0914,Lakeside Tech,Central,Apparel,Branded Polo Shirt,7,34.13,0,238.91,Elena Ruiz
ORD-11127,2024-11-27,CG-0026,Crestwood Group,Central,Office Supplies,A4 Paper Ream,4,10.2,0,40.8,Tom Buchan
ORD-11128,2024-11-18,PS-0760,Pinnacle Solutions,West,Electronics,USB-C Hub,7,33.61,0,235.27,Jordan Lee
ORD-11132,2024-11-20,RC-0755,Redstone Corp,East,Office Supplies,Whiteboard Markers,5,14.84,0.15,63.07,Tom Buchan
ORD-11134,2024-11-14,TA-0033,Thornhill Associates,South,Office Supplies,Stapler Heavy Duty,5,23.17,0,115.85,Yuki Tanaka
ORD-11138,2024-11-21,PS-0760,Pinnacle Solutions,East,Office Supplies,Gel Pens Set,2,13.0,0,26.0,Aisha Nkosi
ORD-11141,2024-11-22,GF-0096,Greenfield Solutions,West,Sports & Outdoors,Water Bottle 1L,2,19.28,0.2,30.85,Jordan Lee
ORD-11145,2024-11-05,RC-0755,Redstone Corp,East,Office Supplies,Label Maker,7,40.45,0.05,268.99,Aisha Nkosi
ORD-11148,2024-11-21,GF-0096,Greenfield Solutions,East,Office Supplies,Stapler Heavy Duty,1,23.8,0,23.8,Jordan Lee
ORD-11151,2024-11-07,GF-0096,Greenfield Solutions,East,Office Supplies,A4 Paper Ream,4,9.49,0.15,32.27,Aisha Nkosi
ORD-11153,2024-11-05,RC-0755,Redstone Corp,South,Furniture,Filing Cabinet,4,171.27,0.1,616.57,Dario Ferri
ORD-11154,2024-11-27,TA-0033,Thornhill Associates,Central,Office Supplies,Whiteboard Markers,6,15.68,0,94.08,Tom Buchan
ORD-11157,2024-11-08,BR-0229,Blue Ridge Consulting,Central,Electronics,Laptop Stand,7,48.02,0.1,302.53,Yuki Tanaka
ORD-11158,2024-11-15,CA-0693,Clearwater Advisory,Central,Apparel,Company Cap,12,20.92,0.05,238.49,Priya Sharma
ORD-11162,2024-11-22,CA-0693,Clearwater Advisory,South,Sports & Outdoors,Water Bottle 1L,8,19.51,0,156.08,Yuki Tanaka
ORD-11166,2024-11-19,AD-0143,Apex Dynamics,Central,Sports & Outdoors,Water Bottle 1L,12,19.52,0.2,187.39,Aisha Nkosi
ORD-11169,2024-11-05,CA0693,Clearwater Advisory,West,Electronics,USB-C Hub,6,36.37,0,218.22,Priya Sharma
ORD-11172,2024-11-07,BR-0229,Blue Ridge Consulting,South,Furniture,Standing Desk,5,486.45,0,2432.25,Yuki Tanaka
ORD-11174,2024-11-25,IW-0759,Ironwood Industries,West,Sports & Outdoors,Foam Roller,10,25.65,0,256.5,Marcus Webb
ORD-11175,2024-11-26,IW-0759,Ironwood Industries,Central,Sports & Outdoors,Yoga Mat,8,41.93,0,335.44,Elena Ruiz
ORD-11178,2024-11-13,RL-0031,Riverview Logistics,East,Apparel,Safety Vest Hi-Vis,9,25.0,0,225.0,Marcus Webb
ORD-11182,2024-11-26,SA-0251,Summit Analytics,Central,Office Supplies,A4 Paper Ream,12,9.5,0,114.0,Yuki Tanaka
ORD-11184,2024-11-13,PS-0760,Pinnacle Solutions,Central,Apparel,Fleece Jacket,9,63.28,0,569.52,Elena Ruiz
ORD-11188,2024-11-28,CA-0693,Clearwater Advisory,Central,Office Supplies,Stapler Heavy Duty,12,22.7,0.2,217.92,Elena Ruiz
ORD-11192,2024-11-11,SA-0251,Summit Analytics,South,Furniture,Ergonomic Chair,12,360.63,0,4327.56,Marcus Webb
ORD-11196,2024-11-26,BR-0229,Blue Ridge Consulting,South,Electronics,Wireless Headphones,3,79.99,0.05,227.97,Marcus Webb
ORD-11199,2024-11-22,vp-0105,Vantage Point Inc,Central,Office Supplies,Stapler Heavy Duty,2,22.22,0.15,37.77,Tom Buchan
ORD-11201,2024-11-25,HV-0605,Harborview Group,West,Furniture,Monitor Arm,6,90.51,0.1,488.75,Priya Sharma
ORD-11204,2024-11-12,NG-0559,Northgate Partners,West,Office Supplies,Whiteboard Markers,4,15.1,0.1,54.36,Priya Sharma
ORD-11206,2024-11-29,VP-0105,Vantage Point Inc,Central,Office Supplies,Desk Organiser,12,25.96,0.05,295.94,Elena Ruiz
ORD-11210,2024-11-19,SV-0090,Sunrise Ventures,South,Apparel,Company Cap,7,20.21,0.15,120.25,Marcus Webb
ORD-11214,2024-11-26,CG-0026,Crestwood Group,West,Furniture,Monitor Arm,11,91.88,0,1010.68,Priya Sharma
ORD-11218,2024-11-11,SV-0090,Sunrise Ventures,Central,Office Supplies,Stapler Heavy Duty,7,22.26,0,155.82,Elena Ruiz
ORD-11219,2024-11-06,AD-0143,Apex Dynamics,South,Apparel,Fleece Jacket,3,62.41,0.05,177.87,Tom Buchan
ORD-11220,2024-11-28,HV-0605,Harborview Group,,Furniture,Ergonomic Chair,2,354.12,0,708.24,Jordan Lee
ORD-11221,2024-11-20,LT-0914,Lakeside Tech,Central,Apparel,Safety Vest Hi-Vis,11,24.07,0,264.77,Tom Buchan
